Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Churn,Predicted_Churn,Churn_Probability (%),Risk_Level,Customer_Status
12403.0,157,1,591.6600000000001,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12404.0,318,1,63.24,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12406.0,35,3,2975.06,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12408.0,21,3,1452.22,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12409.0,56,4,12346.619999999999,0,Regular Customers,0,0.0,2.0,Low Risk,Active
12410.0,138,1,320.38,0,Regular Customers,1,1.0,100.0,High Risk,Churned
12411.0,45,1,346.9,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12412.0,38,3,1370.05,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12413.0,38,1,241.35,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12414.0,99,3,390.0,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12415.0,11,7,19543.84,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12416.0,292,1,202.56,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12417.0,46,11,3167.81,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12418.0,49,3,1352.62,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12419.0,21,2,503.01,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12421.0,51,2,291.56,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12422.0,30,14,4428.24,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12423.0,23,2,763.08,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12424.0,58,2,1579.07,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12425.0,84,1,964.21,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12426.0,298,1,762.48,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12427.0,7,1,303.5,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12429.0,1,5,3735.51,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12431.0,9,13,4370.52,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12433.0,2,5,7205.39,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12434.0,17,1,297.29,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12435.0,32,4,6096.04,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12437.0,31,21,7731.99,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12439.0,318,2,1158.18,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12440.0,98,2,859.2,0,Regular Customers,1,1.0,98.0,High Risk,Churned
12441.0,2,1,173.55,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12443.0,368,1,485.31,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12445.0,56,1,301.58000000000004,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12449.0,46,2,768.6,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12450.0,35,3,490.32,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12451.0,99,3,3634.36,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12454.0,31,4,13151.44,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12455.0,81,4,3413.09,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12457.0,71,1,632.68,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12458.0,63,2,830.09,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12459.0,241,1,454.36,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12460.0,92,1,326.65,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12466.0,318,1,56.73,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12467.0,59,1,132.8,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12468.0,162,3,2941.2,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12469.0,158,2,3070.54,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12470.0,325,1,211.95,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12471.0,10,49,20139.739999999998,3,Premium Customers,0,0.0,0.0,Low Risk,Active
12472.0,5,13,11308.48,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12474.0,14,13,5048.66,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12475.0,45,1,426.26,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12476.0,32,12,7298.99,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12477.0,35,3,7056.63,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12480.0,35,3,2183.2200000000003,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12481.0,1,6,6765.07,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12482.0,212,29,23691.4,3,Premium Customers,1,1.0,92.0,High Risk,Churned
12483.0,14,11,2635.6,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12484.0,119,6,1828.43,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12485.0,165,1,708.1,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12486.0,67,1,1037.28,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12487.0,366,1,285.29999999999995,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12490.0,14,11,4405.71,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12492.0,39,1,452.0,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12494.0,1,3,626.77,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12495.0,276,1,357.4,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12496.0,256,2,54.09,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12497.0,36,2,5205.400000000001,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12499.0,196,1,393.72,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12500.0,71,8,1697.39,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12503.0,220,1,1126.0,1,At-Risk Customers,1,1.0,98.0,High Risk,Churned
12504.0,53,2,297.0,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12505.0,44,1,955.2,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12507.0,220,1,539.25,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12510.0,95,7,4195.45,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12511.0,64,1,3084.02,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12514.0,277,1,580.08,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12516.0,66,2,1336.56,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12519.0,112,1,385.7,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12523.0,10,12,2582.38,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12524.0,24,9,6640.39,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12525.0,134,3,973.73,0,Regular Customers,1,1.0,100.0,High Risk,Churned
12527.0,130,2,386.8,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12529.0,164,1,316.48,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12530.0,51,5,2096.98,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12531.0,322,1,1807.98,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12533.0,263,2,1367.89,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12537.0,44,1,732.94,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12538.0,14,1,276.5,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12539.0,86,3,5646.400000000001,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12540.0,14,16,8854.25,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12542.0,120,2,481.88,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12543.0,84,1,980.25,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12547.0,136,1,175.78,0,Regular Customers,1,1.0,100.0,High Risk,Churned
12549.0,211,6,1575.68,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12553.0,21,2,916.47,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12554.0,84,1,468.5,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12555.0,318,1,129.23,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12557.0,7,4,6725.18,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12562.0,21,2,1185.18,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12563.0,44,1,249.24,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12567.0,3,7,4308.58,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12568.0,280,1,70.0,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12570.0,318,1,77.52,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12573.0,17,4,556.87,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12575.0,93,2,622.8199999999999,0,Regular Customers,1,1.0,100.0,High Risk,Churned
12576.0,28,3,826.89,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12577.0,17,5,995.9499999999999,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12578.0,21,2,1847.94,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12580.0,212,1,637.2,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12582.0,58,2,1469.04,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12583.0,9,13,7166.0599999999995,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12586.0,10,3,1865.73,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12588.0,35,3,743.88,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12589.0,57,6,4048.98,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12591.0,26,2,899.3,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12592.0,155,3,2145.06,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12594.0,14,5,1751.89,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12595.0,140,1,299.02,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12598.0,99,3,1511.01,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12599.0,17,6,1264.14,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12600.0,7,12,2444.88,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12601.0,40,1,104.19999999999999,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12605.0,12,4,1232.95,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12606.0,318,1,21.0,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12608.0,40,1,415.79,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12609.0,10,6,2309.01,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12613.0,24,5,3490.69,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12615.0,49,4,3449.79,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12616.0,24,1,417.8,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12619.0,196,1,140.14,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12621.0,1,16,11086.14,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12623.0,52,6,3442.7400000000002,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12625.0,145,2,2481.06,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12629.0,21,2,1558.22,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12631.0,92,5,2841.07,0,Regular Customers,1,1.0,96.0,High Risk,Churned
12632.0,156,2,804.88,1,At-Risk Customers,1,1.0,99.0,High Risk,Churned
12633.0,18,3,3514.18,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12634.0,171,2,490.0,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12635.0,28,2,1241.23,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12636.0,374,1,141.0,1,At-Risk Customers,1,1.0,99.0,High Risk,Churned
12637.0,14,4,2318.41,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12638.0,275,1,249.8,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12639.0,70,2,826.27,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12643.0,21,6,5005.78,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12644.0,66,3,1440.58,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12645.0,45,4,1764.12,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12647.0,3,27,14201.53,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12648.0,73,3,793.95,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12649.0,18,5,1671.1399999999999,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12651.0,14,3,263.75,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12652.0,70,1,97.05000000000001,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12653.0,162,1,1950.98,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12655.0,59,1,261.35,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12656.0,61,3,2356.66,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12661.0,72,1,162.0,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12662.0,9,10,3138.2400000000002,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12663.0,260,2,239.4,1,At-Risk Customers,1,1.0,99.0,High Risk,Churned
12664.0,150,2,1188.16,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12665.0,53,2,250.6,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12666.0,30,1,1248.42,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12668.0,14,6,7637.53,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12670.0,21,2,764.24,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12671.0,242,1,2622.481,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12672.0,231,1,211.15,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12673.0,37,1,619.5,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12675.0,189,2,958.5,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12676.0,44,5,1511.7,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12677.0,191,2,395.1,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12678.0,11,9,16652.72,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12681.0,3,24,17080.74,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12682.0,1,23,11745.69,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12683.0,1,8,4220.21,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12686.0,7,1,89.14,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12687.0,116,2,2138.91,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12691.0,56,1,134.6,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12692.0,273,1,110.95,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12693.0,32,3,847.11,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12694.0,57,1,973.68,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12695.0,164,3,825.02,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12696.0,70,2,851.91,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12698.0,226,1,339.75,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12699.0,53,1,638.11,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12701.0,165,4,1648.7,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12703.0,269,3,722.98,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12705.0,19,5,4893.81,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12708.0,4,9,2601.19,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12709.0,2,20,21356.82,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12711.0,247,2,1339.05,1,At-Risk Customers,1,1.0,99.0,High Risk,Churned
12712.0,1,10,2797.53,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12714.0,24,7,9384.85,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12717.0,226,1,277.93,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12720.0,5,6,2478.94,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12721.0,21,2,1356.95,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12724.0,19,3,1286.11,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12725.0,7,4,2266.76,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12726.0,23,4,1405.5,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12727.0,78,3,1698.8300000000002,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12728.0,19,1,233.84,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12730.0,157,1,829.25,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12731.0,78,5,6879.8,0,Regular Customers,0,0.0,2.0,Low Risk,Active
12733.0,25,3,2040.92,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12734.0,10,2,529.25,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12737.0,134,2,3710.5,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12738.0,8,1,155.35,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12739.0,21,2,1713.69,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12741.0,165,2,406.07,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12742.0,261,1,1201.52,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12744.0,95,4,4037.77,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12745.0,122,3,925.41,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12746.0,176,1,254.55,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12747.0,5,16,5080.53,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12748.0,1,144,22879.66,3,Premium Customers,0,0.0,0.0,Low Risk,Active
12749.0,35,4,2806.48,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12751.0,80,1,268.27,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12755.0,1,10,5218.709999999999,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12758.0,95,5,7111.650000000001,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12759.0,22,5,3489.3,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12760.0,91,1,347.8,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12761.0,93,2,782.95,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12763.0,5,1,320.08,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12765.0,108,6,1404.58,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12766.0,2,3,3078.65,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12767.0,11,1,949.82,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12768.0,86,1,168.69000000000003,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12770.0,92,1,1895.0,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12771.0,121,1,282.3,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12773.0,200,1,124.25,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12774.0,171,1,98.7,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12775.0,24,2,300.08,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12776.0,303,1,55.5,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12777.0,93,1,519.45,0,Regular Customers,1,1.0,100.0,High Risk,Churned
12778.0,32,3,953.45,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12779.0,7,7,2740.91,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12780.0,234,1,337.4,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12782.0,10,6,2287.32,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12784.0,165,1,1230.33,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12785.0,171,2,788.45,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12786.0,245,1,728.5,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12787.0,49,1,398.52,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12788.0,99,4,444.9,0,Regular Customers,1,1.0,99.0,High Risk,Churned
12789.0,148,2,181.5,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12790.0,46,1,266.93,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12791.0,9,6,863.51,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12792.0,170,1,426.47,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12793.0,7,2,471.85,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12796.0,264,1,381.0,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12797.0,1,2,552.08,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12798.0,57,1,1533.8899999999999,0,Regular Customers,0,0.0,1.0,Low Risk,Active
12799.0,165,1,219.35,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12800.0,106,3,584.25,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12801.0,136,1,1071.82,0,Regular Customers,1,1.0,98.0,High Risk,Churned
12802.0,78,6,1988.84,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12803.0,29,1,1092.81,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12804.0,101,2,327.02,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12805.0,17,4,1434.95,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12806.0,71,4,2878.96,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12807.0,19,1,330.35,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12808.0,4,3,422.45,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12809.0,201,2,1266.63,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12810.0,170,2,534.99,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12811.0,14,2,519.05,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12813.0,137,3,1687.8,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12817.0,35,2,524.94,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12819.0,94,1,540.52,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12820.0,33,7,1747.18,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12821.0,247,1,128.07999999999998,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12823.0,30,13,4742.0,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12825.0,157,2,518.63,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12826.0,1,6,1481.03,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12829.0,186,1,92.30000000000001,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12831.0,99,2,236.06,0,Regular Customers,1,0.0,0.0,Low Risk,Active
12835.0,63,41,6043.31,3,Premium Customers,0,0.0,0.0,Low Risk,Active
12836.0,25,11,3972.76,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12837.0,205,1,554.31,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12838.0,9,9,2715.35,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12839.0,3,13,4480.31,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12840.0,73,3,1315.2,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12841.0,5,17,3518.33,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12842.0,40,2,799.0,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12843.0,18,22,4886.15,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12844.0,78,2,322.64,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12846.0,318,1,15.58,1,At-Risk Customers,1,1.0,100.0,High Risk,Churned
12847.0,23,1,765.36,0,Regular Customers,0,0.0,1.0,Low Risk,Active
12848.0,311,1,208.0,1,At-Risk Customers,1,0.0,0.0,Low Risk,Active
12849.0,17,4,2039.67,0,Regular Customers,0,0.0,0.0,Low Risk,Active
12850.0,81,1,330.0,0,Regular Customers,0,0.0,1.0,Low Risk,Active
12851.0,113,1,148.95,0,Regular Customers,1,0.0,0.0,Low Risk,Active
